sample_id,Ablabesmyia longistyla,Ablabesmyia monilis,Ablabesmyia prorasha,Ablabesmyia sp.,Amphichaeta asiatica,Anodonta woodiana,Asellus sp.,Baetis fuscatus,Benthalia sp.,Bothrioneurum vejdoskynum,Branchiodrilus hortensis,Branchiura sowerbyi,Brillia japonica,Caenis sp.,Ceratopogonidae sp.,Chaetogaster diaphanus,Chaetogaster limnaei,Chironomidae sp.,Chironomus circumdatus,Chironomus edwardsi,Chironomus flaviplumus,Chironomus kiiensis,Chironomus nipponensis,Chironomus sp.,Choroterpes altioculus,Cladopelma edwardsi,Cladopelma virescens,Cladotanytarsus vanderwulpi,Cloeon dipterum,Collembola sp.,Conchapelopia sp.,Corbicula fluminea,Corynoneura sp.,Cricotopus bicinctus,Cricotopus bimaculatus,Cricotopus sp.,Cricotopus sylvestris,Cricotopus triannulatus,Cryptochironomus sp.,Cyathura higoensis,Cyprididae sp.,Demicryptochironomus sp.,Dicrotendipes nervosus,Dicrotendipes pelochloris,Dicrotendipes septemmaculatus,Dicrotendipes sp.,Dixidae sp.,Ecnomus sp.,Eisenia koreana,Ephemera orientalis,Ephoron shigae,Ephydridae sp.,Erpobdella lineata,Erpobdella sp.,Eukiefferiella sp.,Gammarus sp.,Glyptotendipes tokunagai,Gnorimosphaeroma sp.,Haemonais waldvogeli,Haplotaxis gordioides,Harnischia japonica,Harnischia sp.,Harnischiagumsanea,Hayesomyia tripunctata,Hediste sp.,Helobdella stagnalis,Henlea sp.,Hydrobaenus kondoi,Hydrobaenus sp.,Jesogammarus sp.,Labiobaetis atrebatinus,Lamprotus orientalis,Limnodrilus claparedeianus,Limnodrilus hoffmeisteri,Limnodrilus udekimineanus,Limnophyes tamakitanaides,Lipiniella moderata,Lumbriculus variegatus,Mesenchytreanus sp.,Microchironomus sp.,Microchironomus tener,Microtendipes sp.,Monocorophium sp.,Musculium lacustre,Nais communis,Nais variabilis,Nilothauma sp.,Opidonais sp.,Orthocladius glabripennis,Orthocladius sp.,Parachironomus arcuatus,Parachironomus gracilior,Paratanytarsus grimmii,Paratanytarsus inopertus,Paratanytarsus sp.,Paratendipes albimanus,Paratendipes sp.,Paratrichocladius rufiventris,Polypedilum asakawaense,Polypedilum cultellatum,Polypedilum decematoguttatum,Polypedilum masudai,Polypedilum nubeculosum,Polypedilum nubifer,Polypedilum pedestre,Polypedilum sp.,Potamanthus formosus,Potthastia sp.,Pristina biserrata,Pristina longiseta,Procladius choreus,Procladius nigriventris,Procladius sp.,Procloeon maritimum,Procloeon pennulatum,Propsilocerus akamusi,Psychoda sp.,Rheocricotopus sp.,Rheopelopia sp.,Rhoenanthus coreanus,Rhyacodrilus coccineus,Saetheria tylus,Serratella setigera,Slavina appendiculata,Stictochironomus sinsauensis,Stictochironomus sp.,Stylaria fossularis,Syrphidae sp.,Tanypus punctipennis,Tanytarsus formosanus,Tanytarsus kiseogi,Tanytarsus sp.,Tanytarsus takahashii,Tanytarsus tamagotoi,Tanytarsus tamakutibasi,Thienemanniella sp.,Tubifex tubifex
S265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S266,0,9,11,11,9,11,0,8,8,0,5,10,7,0,6,0,0,13,0,0,11,1,9,0,8,2,5,9,6,12,12,7,12,4,12,0,4,5,12,0,3,0,0,0,0,6,0,0,0,0,11,0,0,5,0,0,4,0,11,8,4,3,0,0,0,0,4,0,0,0,3,0,0,10,0,7,8,0,3,0,10,0,0,0,0,3,0,11,0,9,1,12,0,2,6,8,0,0,0,10,0,7,6,5,10,9,0,7,2,4,8,0,0,0,7,0,0,0,0,0,0,12,0,4,0,6,0,6,0,0,17,10,11,10,8,11,0
S267,0,11,8,7,8,0,4,0,4,0,0,8,10,0,11,4,0,5,7,0,0,0,0,0,6,0,9,0,11,0,12,0,6,0,0,0,0,10,7,0,0,9,0,0,3,0,13,0,0,7,12,2,5,4,6,11,0,8,5,0,10,7,0,0,0,0,5,5,4,0,0,10,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,11,5,5,0,0,1,2,8,17,0,9,0,7,0,7,0,9,7,0,5,0,0,0,6,0,6,11,11,5,0,11,9,0,10,6,4,0,0,0,11,0,0,1,10,7,8,10,0,5,6
S268,0,3,7,0,3,3,0,8,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,6,0,6,6,0,2,0,3,7,6,0,0,0,0,0,0,0,11,0,0,4,0,0,0,0,0,17,0,4,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,9,0,1,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,5,0,0,0,0,0,4,0,6,4,10,9,0,6,0,0,0,7,0,0,0,13,0,7,0,7,7,6
S269,0,0,0,0,0,8,0,0,2,0,0,0,1,0,0,0,13,4,13,0,4,0,0,0,8,0,0,6,0,0,6,6,0,0,9,0,0,0,0,0,0,5,0,0,0,0,5,0,0,6,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,5,0,0,5,5,0,0,0,0,3,10,0,0,1,9,0,0,0,10,14,3,0,0,3,0,2,5,0,0,0,0,9,0,0,0,2,14,3,0,2,0,3,7,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,0,5
S270,0,0,0,0,0,9,0,11,0,8,0,0,0,8,0,5,5,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,14,5,0,0,0,0,15,0,0,6,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,12,0,0,0,0,6,10,5,1,0,0,7,0,0,9,0,0,6,0,12,0,0,0,0,0,0,6,6,8,4,5,0,8,0,0,0,0,0,0,0,0,6,0,0,0,8,10,0
S271,0,0,5,0,10,7,0,7,11,0,3,2,0,12,0,10,8,0,0,0,5,0,6,4,12,4,8,0,3,0,0,0,0,0,10,9,0,6,7,0,0,0,11,0,0,3,11,0,0,9,10,0,0,0,7,0,0,6,3,10,0,0,1,0,0,0,0,0,10,0,0,0,8,5,1,0,3,0,1,4,0,0,0,7,0,0,8,13,0,0,0,8,0,0,4,10,12,5,0,0,0,0,3,12,0,0,11,0,0,9,0,0,0,10,11,0,0,8,8,12,11,5,0,0,6,0,0,0,0,0,7,6,9,0,5,0,5
S272,0,9,8,0,2,0,6,11,4,7,2,0,10,5,0,11,5,8,0,4,0,0,0,0,6,0,0,6,0,7,8,0,0,8,0,0,0,7,8,0,0,0,9,0,0,4,0,6,0,0,6,0,9,0,7,3,0,0,0,0,7,0,6,0,0,6,5,0,7,0,0,9,5,8,2,0,0,0,0,0,0,0,0,8,0,4,0,7,0,0,0,0,2,0,0,6,14,0,0,10,0,7,0,9,0,4,0,0,0,10,7,0,6,0,0,9,10,0,15,10,10,0,0,0,8,13,9,0,2,0,0,0,0,8,0,0,0
S273,0,11,10,0,6,6,0,0,0,11,0,0,0,0,6,6,0,5,0,0,0,0,0,0,7,3,10,3,0,3,5,13,3,8,4,0,0,0,4,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,8,7,0,5,6,0,0,0,0,0,2,2,0,0,0,0,0,6,5,6,0,0,0,0,0,3,9,8,0,8,0,0,9,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,10,7,0,5,8,0,4,0,6,8,14,0,0,0,7,9,0,8,0,0,0,0,0,0,0,0,7,7,6,0,8,6,12
S274,0,5,6,3,7,6,0,11,0,0,0,3,3,0,0,15,4,8,10,0,0,0,0,0,0,0,0,4,0,5,0,4,9,14,0,0,0,5,0,0,2,11,10,0,0,0,7,0,5,9,7,0,10,0,9,6,5,0,5,0,6,0,1,0,0,5,0,12,0,2,0,9,0,0,0,0,13,0,0,0,0,4,0,10,0,0,0,10,8,7,0,6,0,0,0,7,0,0,0,0,0,1,0,6,0,0,8,0,12,9,8,0,4,9,0,8,9,10,0,8,10,4,0,5,8,0,0,0,0,0,13,0,0,9,9,13,4
S275,0,0,0,7,0,0,0,8,5,5,10,7,6,0,15,5,9,0,0,3,11,7,9,0,6,5,8,0,0,5,0,5,8,13,7,12,8,6,15,0,7,0,10,0,8,0,11,6,6,8,7,3,5,8,0,0,15,10,14,7,6,7,0,1,11,9,0,10,0,0,6,11,0,7,6,0,12,6,11,4,0,0,0,4,0,11,0,7,0,12,0,10,0,10,0,6,0,7,0,0,6,7,7,0,7,8,7,7,7,0,14,0,0,0,0,0,7,7,11,7,0,0,13,0,19,0,9,6,0,0,8,2,13,11,7,5,0
S276,0,0,7,7,0,3,0,4,0,0,0,10,0,0,4,7,0,0,10,0,0,0,8,0,0,0,13,7,0,0,0,4,0,0,3,0,0,0,0,0,4,6,7,0,0,3,0,0,0,5,11,0,4,0,10,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,0,0,2,0,0,5,0,0,13,0,0,0,0,0,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,9,9,0,8,0,0,11,0,7,10,4,13,12,0,11,0,0,0,0,0,8,6,6,0,0,1,0,5,12,7,5,9,10
S277,6,8,11,8,0,5,0,5,11,4,9,12,0,11,11,11,9,4,0,15,12,0,0,0,6,11,8,7,0,9,5,12,15,8,8,10,13,9,6,7,13,0,6,0,8,7,0,0,0,0,0,0,14,0,0,8,8,0,7,8,6,6,12,0,0,0,10,7,9,10,16,0,9,0,12,9,0,0,0,6,0,4,7,11,9,11,7,8,7,0,12,5,5,0,5,0,7,9,12,0,0,9,11,10,0,0,7,0,8,0,0,9,11,9,8,7,0,0,6,0,0,5,0,13,0,11,0,7,10,5,10,9,10,9,7,8,0
S278,0,7,9,12,0,0,4,9,0,0,0,15,5,0,8,0,0,0,0,4,0,9,7,5,12,0,12,10,8,0,9,8,11,10,0,6,6,0,0,7,9,11,0,6,5,9,10,9,11,0,0,6,0,0,10,6,0,0,5,10,5,0,0,5,0,9,0,8,11,10,5,0,0,10,16,0,7,0,7,11,11,0,13,0,0,0,10,7,0,0,9,9,0,0,0,0,16,13,7,8,10,10,7,10,6,9,0,0,10,6,8,8,15,8,0,6,0,8,9,0,7,11,0,5,7,10,5,0,0,7,5,0,8,0,8,8,0
S279,0,10,13,5,8,0,0,0,0,1,0,0,1,0,8,6,0,0,0,0,8,0,6,2,10,0,0,5,0,0,0,7,9,8,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,10,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,9,0,5,0,0,0,0,4,0,0,5,0,0,0,4,6,0,0,0,7,13,10,0,0,4,4,0,0,0,8,0,0,0,0,0,7,0,6,0,0,4,0,0,0,0,9,0,0
S280,0,0,5,0,3,7,0,9,13,0,0,0,8,10,7,6,9,8,12,0,0,0,3,0,0,0,8,0,6,6,8,11,0,0,0,7,0,3,0,0,0,7,4,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,3,8,7,0,0,0,11,0,0,0,0,9,0,0,9,0,0,6,3,0,7,5,0,0,0,4,0,0,4,7,0,0,0,0,0,3,0,0,11,0,9,0,0,6,0,0,0,4,0,0,0,0,0,9,0,5,0,0,0,7,12,0,0,0,0,6,3,0,7,0,2
S281,0,0,0,0,0,0,0,2,5,0,0,0,5,0,0,0,6,0,0,0,3,0,2,0,0,0,4,5,0,0,2,9,8,0,11,0,0,7,9,0,0,11,0,0,0,0,9,0,4,0,6,0,2,0,4,4,6,0,0,3,3,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,15,0,11,0,0,7,5,0,3,0,0,0,0,0,0,0,3,4,3,0,0,5,0,0,0,0,13,0,10,4,7,6,0,0,0,0,5,0,0,0,0,0,1,9,0,0,0,0
S282,0,9,10,0,11,9,0,10,6,6,0,5,0,0,8,0,2,0,0,0,0,0,4,2,5,0,9,7,13,0,11,4,0,14,9,0,0,8,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,9,0,2,7,0,7,0,3,1,0,0,4,0,4,0,9,8,7,0,0,0,4,0,3,0,0,3,0,6,0,0,9,10,0,5,0,4,0,0,0,8,0,0,0,5,3,0,0,8,9,5,0,0,5,11,5,0,7,10,9,12,0,0,0,6,0,5,4,0,4,0,0,3,0,0,12,0,0,4,0,4,0
S283,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,1,0,0,0,0,11,0,3,0,0,0,0,0,0,3,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,13,0,3,0,0,0,3,0,0,0,0,2,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,10,0,0,0,0,11,0,0,1,0,3,0,6,3,0,12,0,12,5,0,0,0,0,0,5,0,6,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,5,10,0
S284,0,9,0,0,7,0,0,12,5,0,0,0,0,12,6,10,0,9,7,0,5,0,0,0,10,0,0,0,0,0,10,0,0,0,8,4,8,11,7,0,0,8,8,0,0,0,0,0,7,7,0,0,7,4,6,0,0,0,9,7,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,10,7,0,2,8,0,0,0,0,0,0,0,0,6,0,16,0,0,6,6,0,0,0,7,8,9,8,7,0,0,7,10,9,0,9,0,0,8,6,0,4,6,0,0,7,12,0,0,0,5,13,0,0,0,6,6,10,0,0,7,0
S285,0,5,9,0,0,0,0,0,8,0,0,0,4,4,0,11,0,8,0,0,0,0,3,1,9,0,4,0,0,0,0,0,0,0,5,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,4,3,0,0,0,0,0,0,0,0,4,9,0,10,0,5,0,0,0,9,0,0,0,0,0,0,1,4,7,7,12,2,0,3,7,0,0,0,0,0,0,8,5,11,0,7,0,1,4,2,5,0,0,0,0,0,6,5,0,5,3
S286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
S287,0,13,0,5,0,0,0,9,7,0,0,0,0,8,7,7,3,6,0,0,2,0,5,0,0,4,7,0,9,11,11,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,8,0,11,0,9,0,0,0,0,0,7,8,10,0,3,3,8,0,2,0,5,0,12,1,0,5,0,6,0,9,0,8,0,0,7,4,4,12,0,1,0,0,4,0,0,9,0,0,9,6,13,0,6,0,5,12,7,0,8,9,12,9,11,7,0,0,0,0,0,4,5,5,0,6,10,0,0,4,7,5,0,2,0,0,8,10,5,0,7,10,0
S288,0,0,9,5,0,0,0,0,0,0,0,0,0,5,0,0,11,10,7,0,0,0,0,0,3,1,4,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,3,0,0,0,4,0,0,10,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,3,0,0,0,0,0,0,8,6,0,0,4,0,0,0,10,4,0,0,1,10,6,0,0,0,0,3,0,0,5,0,0,0,9,0,0,0,2,0,0,0,0,0,1,0,0,5,3,0
S289,0,7,9,16,14,6,10,8,10,0,0,8,3,0,11,11,6,0,0,0,16,0,0,3,6,0,0,9,4,8,5,0,0,0,8,0,5,8,8,0,4,8,9,0,0,0,11,0,8,11,9,0,3,0,4,0,0,10,11,0,6,8,3,0,0,4,0,9,0,0,10,10,9,10,4,6,0,9,3,1,0,0,0,8,7,8,11,7,7,10,0,9,2,3,0,8,0,0,0,0,10,11,0,0,7,0,0,0,7,6,0,0,0,6,6,5,8,0,8,7,9,7,0,0,0,13,7,0,0,0,11,12,0,8,7,9,8
S290,8,0,0,11,7,12,3,0,9,0,3,0,10,6,4,6,9,17,8,3,10,0,0,7,9,6,5,10,6,0,0,0,0,0,4,7,7,0,12,0,8,0,0,0,0,8,6,0,5,11,0,0,8,0,8,8,2,10,6,5,0,9,0,0,9,11,10,4,7,0,8,5,9,0,6,9,5,5,2,0,0,13,0,7,5,7,0,6,0,15,3,6,0,4,8,11,12,3,13,0,10,7,7,8,6,8,0,0,11,0,0,0,11,7,7,0,8,5,14,8,7,6,5,0,8,7,10,0,0,3,10,10,0,12,9,0,9
S291,5,0,16,0,12,10,13,9,9,0,0,13,0,12,0,9,0,0,0,0,0,5,10,7,0,0,5,8,0,0,13,9,7,8,0,0,0,10,0,0,0,10,13,9,5,7,8,7,0,7,13,0,12,0,7,7,0,8,13,9,15,9,0,0,6,0,5,10,7,0,0,7,9,11,6,8,8,0,11,0,8,10,0,0,0,3,9,7,0,6,0,16,0,0,8,0,10,0,6,5,0,6,9,8,8,0,11,8,0,0,4,0,7,4,0,0,7,0,7,0,10,6,0,11,0,6,0,0,0,0,15,8,0,8,0,11,9
S292,0,0,10,0,0,0,0,0,0,0,0,2,0,0,0,12,15,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,8,0,0,0,6,0,0,2,0,0,1,0,0,6,0,0,4,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,4,0,0,0,0,0,0,0,4,4,0,1,0,0,1,0,10,12,0,7,0,6,0,6,0,0,7,0,5,5,8,0,12,0,13,0,0,9,0,0,0,0,1,0,0,0,0,5,8,0
S293,0,0,0,0,0,5,0,0,0,0,0,0,2,1,0,0,0,4,6,0,0,0,0,0,3,0,0,1,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,2,0,13,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0
S294,8,13,10,12,5,7,7,7,5,0,9,0,13,13,11,4,11,12,10,0,13,9,5,8,8,0,0,0,11,11,3,6,10,0,0,7,0,9,9,0,0,7,0,0,6,0,12,11,10,0,12,0,0,9,7,0,12,9,9,5,0,7,5,5,0,0,0,0,10,0,9,0,9,0,11,0,0,8,14,0,7,0,0,4,0,0,12,8,7,8,0,13,7,6,0,2,12,8,4,0,5,0,0,0,7,6,8,0,10,6,0,8,9,12,0,8,7,11,0,8,9,6,0,8,7,11,13,0,0,1,5,0,0,9,0,6,5
S295,5,0,10,0,0,11,0,9,9,12,0,12,10,18,10,0,8,9,9,12,8,8,0,8,0,0,3,7,8,0,0,14,0,1,8,10,6,10,15,2,7,10,5,0,0,4,9,4,9,9,10,2,0,6,0,0,7,0,0,0,15,8,0,6,6,8,5,8,8,0,0,13,0,5,5,0,0,0,8,9,0,0,0,9,13,7,9,0,10,0,0,8,0,7,13,9,5,0,7,0,12,11,5,8,4,3,8,7,0,0,10,4,0,0,2,9,8,0,14,12,7,7,0,0,7,9,3,0,2,0,10,6,9,0,7,11,0
S296,0,10,0,10,8,0,0,6,12,0,0,4,8,0,4,0,10,0,0,13,5,11,0,10,12,0,0,4,0,0,10,9,4,0,0,7,8,0,0,0,0,11,9,0,11,0,9,0,0,0,11,0,5,0,13,0,11,11,0,11,0,4,0,0,7,6,10,0,0,0,0,9,6,8,0,5,8,0,7,11,11,2,3,6,7,11,8,0,6,0,0,7,0,7,8,0,6,10,0,15,0,12,3,0,4,7,9,0,0,7,6,0,0,8,7,0,0,0,10,0,8,9,7,6,10,10,11,10,0,11,12,7,0,0,0,7,8
S297,0,2,0,0,4,14,0,11,0,12,2,0,5,5,5,9,12,0,0,0,5,0,0,5,10,0,7,7,0,0,9,10,10,0,11,5,7,0,0,0,5,0,7,0,0,0,0,0,0,11,7,0,10,0,6,5,13,0,11,11,10,0,4,0,0,0,7,12,6,0,8,6,0,0,0,0,14,0,0,0,0,10,1,7,0,2,8,6,6,0,0,0,0,0,6,0,0,0,6,9,9,1,0,8,9,6,0,0,0,0,5,0,4,0,5,9,0,9,9,8,6,9,10,8,5,8,0,0,0,0,7,8,0,0,0,0,8
S298,6,9,6,11,0,3,0,0,0,5,9,6,8,0,7,12,9,9,0,0,7,0,0,10,8,13,10,8,0,11,13,0,11,9,0,0,10,9,7,8,6,0,0,0,7,0,12,0,3,7,0,6,0,8,0,0,14,10,11,0,8,0,7,8,13,9,10,15,0,0,0,9,5,8,0,6,12,9,0,6,0,17,13,0,3,0,7,8,6,3,9,11,7,5,16,8,11,0,7,0,5,6,8,0,7,0,6,10,6,10,5,5,5,0,0,0,8,0,0,8,10,0,0,5,10,0,6,7,5,6,0,0,5,9,0,0,0
S299,0,8,0,9,10,5,13,0,7,0,16,0,0,7,11,8,0,12,0,0,12,0,13,15,11,0,15,13,0,8,13,17,4,0,5,9,9,0,11,7,7,9,15,0,11,0,0,7,0,0,0,0,8,7,0,13,4,0,0,9,9,6,5,0,0,4,6,0,0,0,10,11,0,8,7,8,0,11,6,14,13,7,2,12,0,8,0,0,14,9,4,6,10,5,0,0,6,11,0,4,10,0,5,7,5,5,8,0,8,9,11,0,0,10,0,0,0,0,10,0,5,17,11,8,9,8,0,0,0,0,0,6,8,9,5,0,0
S300,0,4,0,0,9,3,0,0,7,4,2,0,0,0,0,0,15,0,6,6,0,3,5,5,0,0,12,7,0,11,0,0,11,0,9,0,0,0,10,0,0,5,0,0,0,6,5,0,3,0,0,0,11,2,0,7,9,0,4,12,8,8,0,0,0,7,4,7,8,0,5,9,9,9,0,5,4,0,5,0,10,0,0,13,0,0,8,0,0,0,2,7,0,0,0,15,0,12,0,8,5,0,3,0,5,5,9,0,0,7,6,0,0,0,7,0,8,8,10,8,7,7,6,0,6,7,11,0,0,0,0,7,9,0,0,10,6
S301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S302,0,9,0,9,4,8,0,0,7,0,0,0,0,0,6,0,0,0,9,1,6,0,0,5,10,0,0,0,0,0,4,8,0,9,12,0,0,7,5,0,1,0,10,0,0,0,0,0,5,0,7,0,4,0,7,5,2,5,9,7,4,7,0,0,0,0,0,5,6,0,0,6,0,0,0,0,8,11,0,0,7,0,0,0,4,0,0,6,0,6,5,0,0,0,5,9,0,0,6,0,0,0,0,9,6,0,0,7,0,11,11,0,0,0,0,0,0,8,4,7,5,14,0,0,10,0,5,0,0,0,6,6,11,8,9,0,6
S303,0,0,7,0,0,4,1,5,0,6,2,0,7,9,0,13,8,10,0,0,0,0,0,0,0,0,1,7,0,0,2,0,5,5,8,0,0,9,3,0,0,0,0,0,0,0,0,1,0,0,8,0,3,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,7,0,0,9,0,0,4,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6,0,0,0,4,10,4,0,0,4,8,2,0,7,0,0,4,0,0,0,0,1,5,0,0,0,8,0,8,0,0,16,0
S304,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
S305,0,0,15,0,11,0,3,0,0,6,7,0,9,8,9,9,10,8,6,0,0,0,8,11,0,5,11,0,11,0,12,8,0,9,0,0,0,0,12,2,0,10,7,0,0,8,0,0,0,7,5,0,0,4,0,0,11,9,4,5,4,0,0,0,2,7,0,7,0,0,14,0,7,0,0,0,9,7,0,0,12,0,0,0,0,9,10,0,0,8,0,10,0,0,0,5,0,0,3,0,0,7,6,0,12,10,6,7,9,0,4,0,0,0,9,8,4,0,5,12,0,5,0,0,8,0,0,0,0,0,9,9,10,0,9,6,0
S306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S307,0,10,10,9,0,6,0,0,0,0,0,6,0,5,0,9,10,3,0,0,0,0,0,0,9,0,5,8,4,6,7,0,7,0,0,8,0,10,0,0,0,14,3,0,0,0,4,0,0,6,11,0,10,0,0,0,0,0,0,8,0,0,0,0,4,0,0,9,0,0,0,0,0,0,1,0,4,0,0,0,9,0,2,3,0,5,8,4,9,15,0,0,0,0,0,0,6,0,0,6,0,5,6,2,9,0,0,4,0,0,0,0,0,3,0,0,7,0,0,5,5,10,0,0,8,3,10,0,0,0,12,5,6,2,7,7,4
S308,5,0,0,0,9,7,0,0,8,10,6,0,0,0,7,0,11,11,12,11,6,7,11,6,9,0,0,6,0,10,0,0,8,0,6,9,0,7,6,0,0,12,9,4,0,3,8,5,0,0,0,0,16,0,0,5,12,0,9,0,5,0,7,0,0,0,6,6,0,0,6,12,7,7,0,5,12,11,0,0,0,9,0,9,0,10,0,0,0,0,3,6,0,0,0,7,0,6,0,0,0,7,0,0,16,0,0,0,6,5,0,0,10,0,0,4,0,0,0,0,9,9,4,3,0,0,0,7,1,0,6,12,12,9,4,21,0
S309,0,1,11,0,0,9,0,3,0,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,5,0,0,12,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,14,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,9,0,0,3,0,7,0,0,6,8,0,0,0,0,6,0,0,2,13,5,11,0,0,3,0,3,0,0,0,0,0,7,0,7,5,0,0,0
